artist_name,release_name,song_name
"Dj Ashmit","Phir Se Ud Chala Remix","Phir Se Ud Chala  Remix  "
"Dj Ashmit","Love Mashup of Best Song 2021 ","Love Mashup Best of 2021  "
"Chandan negi","Aate Sahab Rap Song ","Aate Sahab Rap Song"
"Krishna brijwasi","Mastani B-Praak Lofi ","Arun Kumar - Lofi Mastani "
"Sahil Zayn","Tera Yaar Hoon Main","Tera Yaar Hoon Main"
"Sid rapper",Raat,"Raat Main"
"CHRONIC V3D",n.h.A,n.h.A
"Khan Musix",Sukoon,Sukoon
"Lakhan Meena","Lakhan Meena Tonk","Nagar chal m aaja"
"Lakhan Meena","Lakhan Meena","Singer Computer Meena"
"CHIRAG GOYAL","3:20 Am",":20 Final"
WeWakeMusic,Bekhabar,Bekhabar
"Ziz Q",Ziz,"Khilaf Hai"
WeWakeMusic,"Mai Agar Kahoon","Mai Agar Kahoon"
WeWakeMusic,Stay,Stay
"Naman Dhyani","A Daydream","Zindagi Khaali - Naman Dhyani "
"Naman Dhyani","A Daydream","Aahista - Naman Dhyani FT. S10"
"Naman Dhyani","A Daydream","Tu Hai - Naman Dhyani"
Shaayar,Headphones,HEADPHONES
"Ganesh Kumar Hempur","Jodi Pasand Karlo Nagpuri Song","Jodi Pasand Karlo Nagpuri Song 2021"
"Bhisham negi","Mirthing Deshang","Mirthing Deshang"
"Sri Adhesh Bhogta","Bachpan Kar  Pyaar","बचपन कर प्यार सुमन || Bachpan Kar Pyaar || Nagpuri Video Song || Singer- Anish Mahli(128k)"
"Arijit Singh",Shahid,Beparwah
"Sarita Lover's","Roto Kon Kabhi Life Me","जख्मी गीत  रोतो कोंन कभी लाइफ में दुःखी बस एक छोरी सु  रिस्की दिनेश कचावा मामराज सुरेर 160k)"
"Sarita Lover's","Satish Sainthal","Satish Sainthal"
"V-kaY and D-Aafat","Rapper Hai Hum","Rapper Hai Hum"
"Rishikesh Banderiya","Rishikesh Banderiya","Rishikesh Banderiya"
Kartik,"Aane Do","Aane Do"
"Meena Geet","Meena Geet Studio","वाई फाई है तेरी जवानी  Full Rasiya Geet  Singer Mamraj Surer 160k)"
"Kaptan Khan","Sakir Ki  Najaa Jaan","Sr✓000569 साकिर सिंगर सौंख न्यू मेवाती सौंग सुपरहिट सौंग एक बार जरूर सुने Like Share Subscribe(128k)"
"Kundan Oraon","Kina Chir Rap Version","Takda Hi Jawan Rap Vrsion Sk"
"Rx Bhai",Marwanahh,Marwanaahh
"Anand Ghosh","My Melodious Journey","Na Tum Jaano Hum"
"Anand Ghosh","My Melodious Journey","Chahun Main Ya Na Aashiqui 2"
"Anand Ghosh","My Melodious Journey","Sanam Teri Kasam"
"Lavkesh ganjhu","Dila Hamar","Dila Hamar | दिला हमर - New Nagpuri Song 2017 | Singer- Bande Oraon(128k)"
"Sahin Singer official","Sahin Singer Official","Bewfai Mewati Song   Mewati Love Story   Sahjadi Mewati(128k)"
"Ganesh Kumar Hempur","Mor Sajni Nagpuri Song Lyrics. Ganesh Kumar Hempur","Mor Sajni   Nagpuri Song   Ganesh Kumar Hempur"
"Sound of heaven","Sound of Heaven","Slowed+reverb Haath Uthakar Gaunga"
"Sidhart ji","Saware X Titanic (Lofi Mashup)","Saware X Titanic (Lofi Mashup)"
"Sidhart ji","Tu Har Lamha","Tu Har Lamha - Sad Lofi  Slowed   Reverb  - Arijit Singh   Khamoshiyan   Sidhart Ji"
"Sidhart ji","Ye Viraniyaa","Ye Viraniyaa"
"Sidhart ji","Tu Aake Dekhle × Gumaan","Tu Aake Dekhle × Gumaan"
"Ankush Kumar ","Tamanna Hai Dil Mein Khule Aasman Ki","Tamanna Hai Dil Mein Khule Aasman Ki"
"Sidhart ji","Dil Ko Krar Aya","Sidhart Ji - Dil Ko Karaar Aaya (Lofi - Slowed - Reverb)"
"KILLER 37",AUKAAT,AUKAAT
"Raja Billy",Kalabazari,Kalabazari
"Vijay Tamuk","Siang Mimum","Siang Mimum"
"Mahesh jangra","Theke Pe Remix Version","Theke Pe - Khasa Aala - Sm Music"
"Rongmei Music","Airui Zianmei Puita","Airui Zianmei Puita"
"Anand Ghosh","Bollywood Best ❤","Sanam Teri Kasam"
"Anand Ghosh","Bollywood Best ❤","Abc - Chahun Main Ya Na Aashiqui 2"
"Anand Ghosh","Bollywood Best ❤","Behti Hawa Sa Tha Woh (1)"
"Anand Ghosh","Bollywood Best ❤","Na Tum Jaano Hum"
"Anand Ghosh","Bollywood Best ❤","Sun Meri Shehzadi - New"
"Anand Ghosh","Bollywood Best ❤","Kitna Haseen Chehra - "
"Anand Ghosh","Bollywood Best ❤","Humko Sirf Tumse Pyar Hai"
"Anand Ghosh","Bollywood Best ❤","Mera Chand Mujhe Aaya Hai Nazar - Hd"
"Rehan Katrawale","Mukhtasar Mulaqaat - Ek Sachi Daastan",Muktasarmulaqaat
"Faisu khan mewati","जफरीना बन जा घर वाली मेवाती सांग","भांडी संगी मेरी भीजे सिल्वार !! फुल गन्दा मेवाती गाना !! Sahin Chanchal Superhit Mewati Song 2021(128k)"
"Harjot singh","Down Iii",Hip
"Ganesh Kumar Hempur","Naina Se Nai Nagpuri Song 2021   Ganesh Kumar Hempur","Naina Se Nain New Nagpuri Song 2021. Ganesh Kumar Hempur"
"Sukoon ","Raataan Lambiyan ","Raataan Lambiyan "
"Rashmi Mandanna","Dilrooba Tere Dil Ka Romantic Scene","Dilrooba Tere Dil Ka Romantic Scene"
"Soyab Khan Barota","Mara Ka Paua","Mara Ka Paua"
"Mr. Mahfuz","O Sanam","O Sanam"
"Rongmei Music",Melodies,"Zianmei Nsa Dithe"
"Rongmei Music",Melodies,"Baamei Alungta"
"Rongmei Music",Melodies,Lubuannei
"Rongmei Music",Melodies,"Khuan Bam Khuan No"
"Rongmei Music",Melodies,"Kaipi Ni Tat The"
"Rongmei Music",Melodies,"Jeanmei Jeanmei"
"Rongmei Music",Melodies,Duthang
"Rongmei Music",Melodies,"Aram Zian"
"Rongmei Music",Melodies,"Akummei Ngaan Cho Aimu"
"Rongmei Music",Melodies,"Ai Rui Machunna'"
"Taha Gorach ","Yaar Meri Jaan","Yaar Meri Jaan"
"Raj Raju","Don Banchuka Hu","Don Banchuka Hu"
"Raj Raju","Gum Nahi","Gum Nahi"
"Pernikahan Temanku","Bondolan Band","Pernikahan Temanku"
"Taroko Chankana","Benyamin Band","Taroko Chankana"
"Sky Band","I Love You","I Love You"
RAAHI,"Losing My Mind","Losing My Mind"
"Ayan Deep Anand","Rahogi Meri - Cover","Rahogi Meri"
"Ahmed Khan","Tere Sang Onerpm","Tere Sang Onerpm"
"Anshika Gupta","Halka Halka Suroor","Halka Halka Suroor Audio"
TheMadWriter,Dua,Dua
"Love Raj","Love You Ladli Ton","Love You Ladli Ton"
"Rehman Ansar","Round2hell Dhamaal ","Round2hell Dhamaal"
"Velocity & Chetavni","Matlabi Duniya","Matlabi Duniya ( With Chetavni )"
"Visual Chinmay","Paani Paani Mashup","Paani Paani Mashup"
"Visual Chinmay","One Side Love Mashup","One Side Love Mashup"
"Axtar Amrit","Dream Is Own","Axtar Musix 5 RMS Beatz"
"Axtar Amrit","Dream Is Own","Axtar Musix 4 Beatz"
"Axtar Amrit","Dream Is Own","Axtar Musix 3 Beatz"
"Axtar Amrit","Dream Is Own","Axtar Musix 2 Beatz"
"Axtar Amrit","Dream Is Own","Axtar Musix 1 Beatz"
"Your Space","Manwa Laage Lofi","Manwa Laage Lo-Fi "
"Ayush Baropa","Brothers ",Brothers
"Rahul MTR","Shikari Lover","Shikari Lover"
"Ramdas Barwali","Bhabhi Sun Meri Baat","Bhabhi Sun Meri Baat"
"Minaz Khazi","Mujhe Rukna Nahin Hai Bich Me ","Mujhe Rukna Nahin Hai"
"Rorong Apum","Lodi Pe Mitinam No","Lodi Pe Mitinam No "
"Alok Singh Rajpoot",Ganesh,Ganesh
Sanxg7,"Mor Chono Mono Remix","Mor Chono Mono Re  Dj Rajendra & Sanxg7"
"Aamir Naik",Farak,Farak
"Meena Geet","Kishan Aandholan Meena Geet","Kishan Aandholan Meena Geet"
"Neeraj meena","Meena King of Rj","Neeraj Meena Ki Power"
"Surjan Meena Ramnagar ","Sher Jangal Ko Ko Samjhe Lear Glol ","Sher Jangl Ko Ko Samjhe Lear Glol"
"Zaid Khan",MZK,"Tere Ko Maaluum"
"Zaid Khan",MZK,"Price Tag"
"Zaid Khan",MZK,"Og Words"
"Zaid Khan",MZK,"Mere Se"
"Zaid Khan",MZK,"Mera Bhai"
"Zaid Khan",MZK,"Kyu Jane De"
"Zaid Khan",MZK,"Kala Bazaar"
"Zaid Khan",MZK,"Gum Ko Vata "
"Zaid Khan",MZK,"Freeverse Feast"
"Zaid Khan",MZK,"Dhere Dhere"
"Zaid Khan",MZK,"Chal E Watt"
"Zaid Khan",MZK,Belive
"Zaid Khan",MZK,"Beat Do"
"Zaid Khan",MZK,"Batate Ho"
"Zaid Khan",MZK,"Always on Top"
"Zaid Khan",MZK,"All Night"
"Zaid Khan",MZK,"Ab Puch"
"Zoro Rapper",Aadat,Aadat
"Velocity The Rapper",Safar,Safar
Surade,"Khuda Jaane Lofi","Khuda Jaane Lofi Lofi Made in 30mins Offbeat Aesthetic Music"
Surade,"Surili Akhiyon but Lofi","Surili Akhiyon Wale Lofi Flip Cover Rahat Fateh Ali Khan"
ROY,"Fly High","Fly High"
"Vasan Giri","Love ","One Sided Love Romantic Poetry by Vasan Giri (1)"
"Vasan Giri","Love ","Bhai - Bahan Ka Rishtapoetry by Vasan Giri  "
"Vasan Giri","Love ","Pyar Ko Badnam Mat Karo Poetry by Vasan Giri"
AIDK,Aadat,Aadat
AIDK,"Unplugged Mashup","Unplugged Mashup"
"Lavkesh ganjhu","Magh Me Bitale Gueya","Magh Ke Bitale Gueya Jada(128k)"
"Ganesh Kumar Hempur","Koi Bhi Nahi Lover Nagpuri Song.  Ganesh Kumar Hempur","किसी को नहीं बनाऊंगा मेरी डियर ।। Kisi Ko Nahi Banaunga Meri Dear ।। Singer Chhotelal Oraon(256k)"
"Yash Gupta","Meri Zindagi ","Meri Zindagi "
"Tip Toucher","A N a L",d'S
"Ganesh Kumar Hempur","Jay Se Pahle De De Jahar.    Sad Nagpuri Song","Jay Se Pahle Dede Jahar।। New Nagpuri Sad Song 2021 ।। Singer Rajdev Nayak "
"Jai Jhunjhunwala","Likhe Jo Khat Tujhe Sanam","Likhe Jo Khat Tujhe Sanam"
Prathamexh,"Maya • Prabh Deep • (Slowed + Reverb) • prathamexh.ig","Maya • Prabh Deep • Slowed + Reverb • prathamexh.ig"
WittyNish,"Bas Mein Nahi Hai","Bas Mein Nahi Hai"
"Velocity The Rapper",Sometimes,Sometimes
"Sanjay Kasaudhan","Tohar Jawani Lage","Tohar Jawani Lage "
"Sahil Raj","Na Jeena","Na Jeena -Master"
"Subhranil Neogi","Shayad (Lofi) | Arjit Singh | Love Aaj Kal | Remix - Subhranilk","Shayad "
Gyaan,Gehra,Gehra
"Kaustav, Hrishikesh, Somjyoti",Haareya,Haareya
"Shoyab Swag",Neend,Neend
Surade,"Kiven Mukhre Lofi ","Kiven Mukhre Lofi"
"Venom Kul","Chupke Se X in My Bed","Chupke Se X in My Bed"
"Venom Kul","Kina Chir X Hallka Hallka Mashup","Kina Chir X Hallka Hallka Mashup"
"Venom Kul","Dil Ko Karaar Aaya (Mashup)","Dil Ko Karaar Aaya (Mashup)"
"Sahil Sihriya"," Imma  "," Imma  "
"Apni Nagpuri Adda","Jab Shuru Shuru Karlo Moy Pyar Nagpuri Song","Jab Shuru Shuru Karlo Moy Pyar Nagpuri Song       Ganesh Kumar Hempur"
"Apni Nagpuri Adda","Shubah Pahar Gadi Se Nagpuri Song","Subah Pahli Gaadi Se(256k)"
"Vijay Sharma & Priyanka Sharma ","Faraar ",Faraar
"Alencer Thakur","Alencer Thakur - Tera Pyaar Lo-Fi Rap Song","Alencer Thakur - Tera Pyaar Lo-fi Rap Song"
"Tanmoi Karmakar , T Muisx","Jeena Jeena Lofi Mix","Jeena Jeena Lofi Mix"
"Ronak Bhatt","Tujhse Naraz Nahi Zindagi (Cover) ","Tujhse Naraz Nahi Zindagi"
"Dj Rahul TheThaiTanger","Jhootha Mohabbat","Jhootha Mohabbat Sad Status ( Ganesh Kumar)"
"Autume Christane","Mujhko Barsaat Bana Lo","Mujhko Barsaat Bana Lo"
"Ronak Bhatt","Do Gallan ","Do Gallan "
"Prius ","Chisien Ka Sngi","Chisien Ka Sngi"
"karan meena","Karan Meena","Manike Mage Hithe Hindi Reply Karan Meena "
"Sourav Saha","Tum Mile Toh Zindagi","Tum Mile Toh Zindagi"
musicjack,Baby,"Baby Official Audio Rap Song Musicjack 1326424936259551696"
"Yash Kshirsagar","Ajeeb Dastan Lofi Chill Flip","Ajeeb Dastan Lofi-Chill-Flip"
"Yash Kshirsagar","Hai Apna Dil Toh Awara Lofi","Hai Apna Dil to Awara Lofi"
"Sushant S Mane","Zindagi Intro","Zindagi Intro"
"SquarePetals Music",Prarthana,Prarthana
"Swaraj Komejwar",Machayenge,Machayenge
"DMC Lucky","Bas Akela","Bas Akela"
"Robin Verma","Karta Pyaar Kina Dassa","Karta Pyaar Kina Dassa"
"JAMEEL KHAN RAYABIYA","Jameel Khan Rayabka","Jameel Khan Mashup - 002 Ajru Singer Mewati "
"Yohan joseph","Raataan Lambiyan Piano Tutorial | Shershaah | Sidharth - Kiara | Jubin Nautiyal | Yj|","Raataan Lambiyan Piano Tutorial | Shershaah | Sidharth - Kiara | Jubin Nautiyal | Yj "
Aakash,Jazbaat,"Jazbaat "
"RDS Rapper","Bhai Tera Rapper Hai","Bhai Tera Rapper Hai"
"Ashwin Trivedi","Radhe Pyari","Radhe Pyari"
"Alencer Thakur","Alencer Thakur - Bad Boy Rap Song","Alencer Thakur - Bad Hu Mai    Freestyle Rap Song    Bad Boy Rap Song    Freestyle Rap Song 2021 128k)"
"Alencer Thakur","Alencer Thakur - Rajput Song","Alencer Thakur - Rajput Song"
Munna,"Aa Bhi Ja","Aa Bhi Ja"
"Ayush Kumarr ft.Ayush Palit",Talash,Talash
"Ayush Kumarr",Talash,Talash
"Zaid Khan","Dhere Dhere","Dhere Dhere"
"Nabeel Khan","Sangeet Vimuktam ( Meditation Raga )  ","Sangeet Vimuktam "
"Zaid Khan","Price Tag","Price Tag"
"Pranay Ranjan","Zara Sa","yt1s.com - Zara Sa Slowed  Lofi Mix  Emraan Hashmi Sonal Chauhan  Deoyxmusiclyrics  Kkpritam  Jannat"
"Ramdas Barwali","Bhole Go Bhagwan Beli - Bhajan","Bhole Go Bhagwan Beli - Bhajan"
"Pranay Ranjan",Banjaara,"yt1s.com - Banjaara Slowedreverb  Mohd Irfan  Ek Villain  Deoyxmusiclyrics"
SUMMORIX,"Darasal (Lofi Flip)","Darasal Mastered"
"Pranay Ranjan","Undefined Love","yt1s.com - Undefined Love Mashup  Deoyx  Lae Dooba  Main Rang Sharbaton Ka  Broken but Beautiful  2021"
"Dj Suraj Khangta","Rumaliyo ","Rumaliyo Dj Remix Song"
"DJ RL OFFICIAL","Yeh Dil Deewana","Yeh Dil Deewana "
HIRAKAAR,"Locked Away Remix",Hira
"Ranjeet king","Ranjeet King","Salpur Basti"
K1R4N,Hope,"Hope "
"Little Alan Walker",Yalgaar2,Yalgaar2
"Karan mohri song","Sher Singh Rana Karan Mohri","y2mate.com - Bhhai Sher Singh Rana Zindabad %0aapna Bhaai Karan Mohri Ka New Song Aya Aaj"
"Abdkk
","Raat Tak Tha ","Raat Tak Tha Miller Full (Official) Song 2018(128k)"
"Rohan Kumar","Nasha ","Kisise Pyar Rohan"
"Rohan Kumar","Nasha ","Nasha Cover by Rohan Kumar"
J.ME,"Chill Bill","Chill Bill"
Official_._shubhya,"High Pe"," High Pe"
"Devansu Rathva",Jethalala,"Sad Jethalala 2"
"Devansu Rathva",Jethalala,"Jethalala Business"
"Devansu Rathva",Jethalala,"Sad Jethalala 1"
"Devansu Rathva",Jethalala,Bhide
"Ishtiak Ahmed","Tu Aake Dekhle","Tu Aake Dekhleh"
"Devansu Rathva","My 3:59","My 3:59"
"Shivamm Shivone ","Mai Hosh Me Hu ","Mai Hosh Me Hu "
Beingsnikhilofficial,"Kya Hua Tera Wada Reprise","Kya Hua Tera Wada Nik"
"VJ Rawat","Myar Pahad Maa Song","Myar Pahad Maa Song"
"Kribm X Gg X Kj X Drixx","PSG Cypher Audio Track ","PSG Cypher Audio Track "
"Ganesh Kumar Hempur","Aansu Na Baha Hansh K Kar Vida","Aansu Na Baha Iske Kar Do Vida La Bataya Sajani Ke Abbu Ke Naam Nagpuri Song(256k)"
"Thakur Baldev Singh","Sher Hai Up Ke","Sher Hai Up Ke"
"Ashutosh Choudhary",Baarishein,Baarishein
"VRR Sutra",Indierising,Chamba
"VRR Sutra",Indierising,Sikander
"JAZ scape","Stay X Ranjha","y2mate.com - Stay X Ranjha Jaz Scape Mashup  Bpraak  Justin Bieber  Jasleen Royal"
PORUS,"100 Bars","100 Bars"
"Redwanul Aulvee","Kabhi Jo Badal Barse",Done
"Siddhant Yadav","22  में अबकी इतिहास बनायेगे ","22 में अबकी इतिहास बनायेगे"
"Zoro Rapper","Naam Bana Hai","Naam Bana Hai"
"Nehal Thadeshwar ","Sitar Dhun","Sitar Dhun"
"Arrogant Vibe",Qalq,"Qalq "
Mani,Manimj,"Full Song Cover Filhal 2 Mani Mj"
"Shabbar Wahab","Freestyle (1)","Freestyle (1)"
"Faaiz Choudhury","Aapke Pyaar Main","Aapke Pyaar Main"
InFecTed,"FUCK EX ","FUCK EX "
"Sri Adhesh Bhogta","Rulay Dele Moke (Nagpuri Song)","Singer Anish Mahli Rulay Dele Moke Nagpuri Bewafa Song"
"Mr abid mr javed  mr adil","Tu Pachtayegi Regret Raund2kgn ","y2mate.com - Tu Pachtayegi  Rap Song  Heart Broken  Mr Abid New Song  Mr Javed Song  Raund2 KGN"
"Atekaf,Ashis","Dil Laga Kr","Dil Laga Kr"
"Rongmei Music","Zianmei Khou","Zianmei Khou"
"Rongmei Music","Amik Dui Rui","Amik Dui Rui"
"Sonu rajput","Two Word's","Listen to Me   Sonu Rajput   Karan Rajput   Hip Hop Rap   2021 "
"Saransh Goswami ",सारांश!,सारांश!
"Nabeel Khan","Kesariya Balam (Sarangi) ","Kesariya Balam (Sarangi) "
"Bishu Roy","Skechers Upmix Ii","Skechers Upmix Ii"
"Aishwarya Shree","Nazm Nazm ","Nazm Nazm (Cover)"
"Priyanshu Nagar","Kabira Unplugged","Kabira Unplugged"
Nirbhay,Beparwah,Beparwah
"Sarita Lover's",Complite,"Aud 20211130 Wa0014"
"Sarita Lover's",Complite,"5 Complete"
"Garvit Mathur",Arid,Arid
VJM,"Kho Gaya Din","Kho Gaya Din"
"Nagpuri Diwana","Kathi Jhuri","Kathi Jhuri"
Afif,"Tumhe Dhundh Lunga","Tumhe Dhundh Lunga"
"Dj Rahul Thethaitangar ","Ye Mohhabat Sad Status","Ye Mohhabat Bh"
"Fotty Eight",Maafi,"Maafi - Mister Aryan (Sad Lofi Rap Hindi ) 160k)"
"Garvit Mathur","Way to Hope","The Way of Hope"
"Music Rx Official","Chura Liya","Chura Liya Lofi Mix Music Rx Official"
"Dj Rahul Thethaitangar ","Sadi Jhalakdar 2 Remix","Sadi Jhalakdar 2 Remix"
"Tanu Bairwa ","JBN Remix","Beghi Beghi Aaja Re"
"Difaulter Dehngal","Difaulter Dehngal","sr.n.10811 Mubbi Mewati(1)(128k)"
NUKIECHORDX,"Nukiechordx - 5mins",Mins
"Apni Nagpuri Adda","Selem Toke Mor Dan Se Salam","Selem Toke Salam Salam(256k)"
"Candy Singh","Manike Mage Hithe ","Manike Mage Hithe "
"PACHU Music","Motivational Anthem","Motivational Anthem Pachu Music"
"Aritra Ganguly (Ari Gang) ","Zaamana Kharaab Hain","Zaamana Kharaab Hain"
Bunny,"Moh Moh Ke Dhaage X Lagdi Lahore Di","Moh Moh Ke Dhaage X Lagdi Lahore Di"
Rhythm,"Tu Mera Yar","Tu Mera Yar"
Rhythm,Bond,"Tere Sath Main"
Rhythm,Bond,"Tu Mera Yaar"
"Dj Arvind","Dj Floor Pe Nachaegi ","Dj Floor Pe Nachaegi"
"Q kya","Hum Kya Jane","Ek Ladki Ko Dekha Toh Aisa Laga"
"Prince Bajpai","Meri Khawahish ","Meri Khawahish"
"Yash Kapta","Dear Crush","Dear Crush"
"Priyanka Sharma","Kardo Chhatar Chhanya ","Kardo Chhatar Chhanya"
Drub,"Awaaz Doh Flip","Awaaz Doh Flip "
"KARTIK TYAGI","Zamindar || Kartik Tyagi || Latest Haryanvi Dongs 2021","yt1s.com - ᗩᗰiᑎᗪᗩᖇ  ᛕᗩᖇ丅iᛕ 丅ƴᗩǥi  ᒪᗩ丅ᗴᔕ丅 ᕼᗩᖇƴᗩᑎᐯi ᔕᗝᑎǥ 2020 (1)"
"Deepak kumar","Bachpan Ka Pyar Tum","Bachpan Ka Pyar Tum"
"Ankur Anant","Dilruba/दिलरुबा/My Wife/ Love You...","Dilruba/दिलरुबा/My Wife/ Love You..."
"NLN ASSY","Recreating Kya Bolte Bro by Memax | NLN Assy","NLN Assy - Kiya Bolte Bro Remastered"
Raja,Proposal,Proposal
"Gabru Star","Tu Btade","Tu Btade"
"Kribm & Gg","Mic Check","Mic Check"
"Dheeru Fulwara","Bharatpur Ke Jaat","Bharatpur Ke Jaat"
"Ramdas Barwali","Diwano Hu Mein Tero","Diwano Hu Mein Tero"
"Jyotica Tangri","Nasty Boy","Ishq De Fanniyar Female - Fukrey Returns | Lofi | Slowed + Reverb | Nasty Boy"
"Akky Singh",Takkar,Takkar
Nilpropat,Guftagu,Guftagu
"Dipesh Nayak","Tapoti Style Beat","Tapori Style Beat"
SHUBHYA,"Thok Te Be","Thok Te Be"
"Chhota Uttar Kumar","Neela Dupatta ","Neela Duptta -- New Haryanvi Song-- Chota Uttar Kumar, Pooja Kashyap"
"SuryanSH AgnihotRI","Hum Pandit Dabang",TITLE_ERROR
"Dibyashree Basu","Tum Hi Ho (Ukulele Cover)","Tum Hi Ho (Ukulele Cover)"
Antriksh,Tareekh,Tareekh
"DJ Ms Panagar","Bachpan Ka Pyar","Bachpan Ka Pyar"
"The Puneet Bhardwaj","Whole Town","Whole Town"
Crosx,"Thora Sabar Kar","Thora Sabar Kar"
"Imran Abid","Papa Ki Pari","Papa Ki Pari"
"Ganesh Kumar Hempur","Shubah Pahli Gadi Se ","Subah Pahli Gaadi Se"
"Ruman Khan","Karna Hai to Karna Hai","Karna Hai To Karna Hai"
Siddie,"I Don't Realise","I Don't Realise"
"AD 03","Wanna Ride","Wanna Ride"
"TNJ Antimatter / Tanuj Mahule","Din Tha Haseen Love Song TNJ Antimatter/ Tanuj Mahule","Din Tha Haseen Love Song TNJ Antimatter / Tanuj Mahule"
Mehmood,"Mehmood X Eyo","Mehmood and Gopal Approved 1638975375349"
"Devaram Prajapat Posaliyan","Raag Desh Ganapatji Bhajan","Raag Desh Ganapatji Bhajan"
"The Rk","Aa Rha Hu ","Aa Rha Hu"
"Rrabi Bir","Wrong Number","Wrong Number"
"Agastya Sharma","Nakli Walid ","Nakli Walid"
"Ratanlal Kumawat","Aadu Puran Bhajanavali","Aadu Puran Bhajanavali"
"Rakesh Driver ","Dil Su Kah Pradhan","Dil Su Kah Pradhan"
"Rakesh Driver","Kun Narkh Nakhra N","Kun Narkh Nakhra N"
"Rakesh Driver","Mat De Phon Diwana","Mat De Phon Diwana"
"Aviral Bhardwaj","Hasi Ban Gaye","Aud 20211125 Wa0030"
"RapperBoy Dassu",Nachayenge,Nachayenge
Hayaki,"Manzil the Death Note","Manzil the Death Note"
"Mc Knack x Ak x Shahoor x Drack x Padadi Rapper","Hai Hip Hop","Hain Hip Hop"
"Sameer Jahagirdar","Chookar Mere Mann Ko Song Tapori Mix","Chukar Tapori Final 2021.11.28-16.08.03-Pm"
"Raghav Sachdev","Big Life","Big Life Fukra Insaan Remix"
"Rakesh Driver ","Kunki Koyal Bol Battilal ","Kunki Koyal Bol Battilal "
"Rakesh Driver ","Achki Ko Aav K","Achki Ko Aav"
"Rakesh Driver ","Dil Ki Kon Sun Bhayeli","Dil Ki Kon Sun Bhayeli"
"Devaram Prajapat Posaliyan","Raag Malhar Moriya Panchi Bhajan","Raag Malhar Moriya Panchi Bhajan"
"Murari Sinha (Sahil) , Sanjay Nirwan","Mat Takrana Hindustan Se","Mat Takrana Hindustan Se"
"ANIL KUMAR",4ur7vnharshu,"Kalam Se Kagaz Tak  Official Audio    Lofi Rap   4ur7vnharshu(256k)"
"Jaikant Bhardwaj","Kabhi Kabhi Mere Dil Main (recreated)","677537529901879 7409671830843308655 N (1)"
Shycat,"Bandi Na Pata","Bandi Na Pata"
"RVS Tiger","Maa Aur Sapne ","Maa Aur Sapne"
"ADS Music Label","ADS Music Label","ADS Music Label"
"Jainesh V","Mera Yaar Meri Daulat (Slowed and Reverb)","Mera Yaar Meri Daulat (Slowed and Reverb)"
"John Justin","Yeshu Ke Naam Se","Yeshu Ke Naam Se "
"Ganesh Kumar Hempur","Merkhanu Bieeniko Singil Bingil","Merkhanu Beeniko Singil Bingil    Children S Prayer    Kurukh Song (256k)"
"Vishxxl ",Shawtie," Shawtie"
Prusic,"Turu Lobb","Turu Lobb"
Prusic,"Hangover ",Hangover
"Sunny Singh","Kar Da Fir Gaal","Kar Da Fir Gaal"
"Rapper Mr Singh","Tola Final Lucky ","Tola Final Lucky"
"Ganesh Kumar Hempur","Moy to Likhlo Re Guiya Tor Naam Sad Nagpuri Song","Moy to Likhlo Re Guiya Tor Naam Dil Kar Dali Me "
Aristrix,"Kya Kru Mai?","Kya Kru Mai?"
"Mukesh Mali ","Do Boll Mitha Bol Ke","Do Boll Mitha Bol Ke  "
R.Jesh,Barbola,"Barbola "
"Ajeet koli","Dildar Koli","Dildar Koli"
"Shahrukh Khan","Teri Galiyon Ka Hu Aashik","Teri Galiyon Ka Hu Ashik"
Crosx,"Tribute to Bipin Rawat","Tribute to Bipin Rawat"
"Wajahat Waasti","Mom Dad New Song","Na Farman Beta"
"manraj maher","Kamal Ji Chakau","Kamal Ji Chakau"
"Krishna Ahir, Devansu Rathva","Krishna Ahir, Devansu Rathva","Krishna Ahir, Devansu Rathva"
"Sahil /Suman Gupta ","Pagal Premi ","Pagal Premi"
"Ghulam Raza Madhupuri","Sarkar Ki Aamad","Sarkar Ki Aamad"
Snallygaster,Feelings,Feelings
"Hj Timung","Jhak Maar Ke (Slowed+reverb)","Jhak Maar Ke (Slowed+reverb)"
Sifuzi,"Black Spot","Kala Tika    Official Song    Yamraj    Nit-C    Latest Haryanvi Song 2021   Kunal Nainiwal 320k)"
"Raj Kashyap","Teri Chahat / Saudade","Teri Chahat / Saudade"
"Garv N","Jaane Anjaane","Jaane Anjaane"
"Ivan Ashish Singh ","Kumaoni Christmas Carol with Hindi Original ","Ivan 2021 (Mastered)"
"Himesh Reshammiya","Shaka Laka Boom Boom","Shaka Laka Boom Boom"
Yourtumblrguy_,"Kabira Lofi Remix","[yt.info] - Kabira - Wormono Lofi Remake (Slowed + Reverb)   3 Am  Bollywood Lofi (320kbps)"
"Dishant bansiwal","Jatav No.1","y2mate.com - Jatav Number 1  Official Video Harsh Shahdraprem Mojpuriya Feat Priyanshu Mojpuriya"
"Dilkhush Nangal, Raju Nangal","Daru N Pito To","Daru Na Pito To"
"Stoline Fernandes",Kyon,Kyon
"Jainesh V","Meri Zindagi Hai Tu (Slowed and Reverb)","Meri Zindagi Hai Tu (Slowed and Reverb)[1]"
"Ash Shah","Happiness! : the Heartbreak Anniversary ","How Can"
"Ash Shah","Happiness! : the Heartbreak Anniversary ","Hum Haule Haule "
