artist_name,release_name,song_name
"Amit Negi","Kinnauring Tashan","Kinnauring Tashan"
"Apni Nagpuri Adda","Jay Se Pahle Dede Jahar","Jay Se Pahle Dede Jahar"
"Amit Negi","Gorgora Rap Song","Gorgora Rap Song"
"Amit Kumar Bhagat","Chori Chori Tor Dil Ke Nagpuri","Chori Chori Tor Dil Ke Nagpuri"
"Sakeel Bawali Mama Ki","Sakeel Bawali Aslam Singer New Mewati","Sakeel Bawali Aslam Singer New Mewati"
"Amit Kumar Bhagat","Facebook Me Milenge Nagpuri","Facebook Me Milenge Nagpuri "
"Veer,M.K","Hosla|time Is Cool| ","Hosla|time Is Cool|"
"Kritiman Mishra","Darasal Lofi","Darasal Lofi"
"Kritiman Mishra","Mere Sohneya Lofi Version","Mere Sohneya Lofi Version"
"Rijwan Kaithwadiy","मनीषा बेवफ़ा Mewati","मनीषा बेवफ़ा Mewati"
"Jayraj Bhatiya","Shuruaat ","Shuruaat "
"Rijwan Kaithwadiy","Jaaogi Chhod Ke Mewati","Jaaogi Chhod Ke Mewati"
"Sahil Khan","Kahndi Tera Mera Mel Kadi Hona Nai","Kahndi Tera Mera Mel Kadi Hona Nai"
"Faisu khan mewati","तेरा दिल में ","Singer Sahin Mewati    New Mewati Song    Best Voice Best Song    Sad Song Mewati   (128k)"
"Faisu khan mewati","Faisu Khan Mewati","Faisu Khan Mewati"
"Doctor Shail",Inception,"Khari Boli"
"Doctor Shail",Inception,Inception
"Doctor Shail",Inception,"Gama Male"
"Apni Nagpuri Adda","I Love You","I Love You"
"Ganesh Kumar Hempur","Are Jodi Na Ja Chhodi","Are Jodi Na Jabe Chodi"
"Sahil Khan","Ara Hansora Hansno Kam Kar De Mewati Song","Ara Hansora Hansno Kam Kar De Mewati Song"
"Faisu khan mewati","छोरी दोंदडी गाम का बालक पहले सु ही मलूक हा","छोरी दोंदडी गाम का बालक पहले सु ही मलूक हा"
"Manan ","Faasle (Lofi Flip)","Faasle (Lofi Flip)"
"Ganesh Kumar Hempur","Bonpatara Kalobari","Bonpatara Kalobari"
"Sayem Rahman","Ja Muri Kha","Ja Muri Kha"
"Amrit Raj","Jana Gana Mana","Title Error"
"Amrit Raj","Jana Gana Mana","Title Error"
"HOPE AEZY",Aezy,"HA ME HIGH "
"Brijesh Singh Dhruvanshi","Brijesh Singh Dhruvanshi","Goldhands - Lilya "
"Deb Ghosh","Twin Cities","Kaash Agar Tum"
"Deb Ghosh","Twin Cities","Tum Aayi To"
"Visual Chinmay","The Lofi Mashup - Love Version","Lofi Mashup "
"Visual Chinmay","The Love Mashup - Lofi Mix","The Love Mashup - Lofi Mix (128k)"
"Rijwan Kaithwadiy","Bedardi Se Pyar Ka Mewati","Bedardi Se Pyar Ka Mewati"
"BOBBY DILLI","Rat Din Jave Rona Me ","Rat Din Jave Rona Me "
"Sam Flash","Second Bucket","Saki Saki"
"Sam Flash","Second Bucket","Zara Zara"
"Raja Bishnoi Lamba","ऐसा डमरू बजाया भोलेनाथ ने","ऐसा डमरू बजाया भोलेनाथ ने"
K$hitij,"Dafa Door","Dafa Door"
"Rana Bhattacharya ","Rim Jhim Gire Sawan","Rim Jhim Gire Saawan"
"Suhail Amin","Tum Mere Ho","Tum Mere Ho"
"Don Tj","Dil Ko Karaar","Dil Ko Karaar"
"ROYAL SD MEENA","Royal Sd Meena","Aud 20210809 Wa0015"
"Visual Chinmay","The Lofi Mashup Love Version","The Lofi Mashup Love Version"
"Visual Chinmay","Lofi Love Mashup","Lofi Love Mashup "
"Visual Chinmay","The Lofi Love Mashup ","The Lofi Love Mashup "
"Sahil Khan (Sahil Khan)","सुख सू जीवे तो दुनिया में मेरा यार मेवाती सोंग","सुख सू जीवे तो दुनिया में मेरा यार मेवाती सोंग"
"Sahil Khan (Sahil Khan)","Garmi Padri Hai Maanja Sidachod Mewati Song","Garmi Padri Hai Maanja Sidachod Mewati Song"
"Ganesh Kumar Hempur","Purab Se Purbi","Purab Se Purbi"
Chauhan,"Never Sleep Again","Never Sleep Again"
yungXblood,"Yungxblood - Talkh Satya Freestyle ","Yungxblood - Talkh Satya Freestyle "
"Papa ki pari","Papa Ki Pari","Papa Ki Pari"
"Amritanshu Sinha","Padh Hi Lenge Hum|coocon","Official Song - Dedicated to All Students | Padh Hi Lenge Hum | Cocoon ❤️ | Amritanshu Sinha"
"Bigxmoke Og",Asatya,Asatya
"Broken Majnu","Dil Ko Karaar Aaya (Sidharth Shukla & Neha Sharma Cover)","Dil Ko Karaar Aaya (Sidharth Shukla & Neha Sharma Cover)"
"Rijwan Kaithwadiy","दांतली की बेवफाई हकीकत","मेवन को छोरा पागल है"
"Rijwan Kaithwadiy","दांतली की बेवफाई हकीकत","दांतली की बेवफाई हकीकत"
"Kritiman Mishra","Hale Dil Lofi","Hale Dil Lofi"
"Kritiman Mishra","Manwa Laage Lofi","Manwa Laage Lofi"
"Apni Nagpuri Adda","Lal Wala Full","Lal Wala Phool Gulab Diya Tha Song(144p)"
"Ucup Mela",Yemunnave,Yemunnave
"Ashutosh Das","Saajan More Ghar Aye","Saajan More Ghar Aye"
"Pawan Gurjar Madhogarh","ज़ख्मी दिल नेहड़ा","ज़ख्मी दिल नेहड़ा"
AIDK,"Sawan Aaya Hai","Sawan Aaya Hai"
AIDK,"Remember Me","Remember Me"
"Ajit Singh","Yaara Oye | Ajit Singh | New Friendship Song | Mitra Melody |","Yaara Oye | Ajit Singh | New Friendship Song | Mitra Melody |"
"Apni Nagpuri Adda","Ho O Dear Darling","Ho O Dear Darling"
"Vishal Patar",Kyu,Kyu
"Bsk Brothers","Absolute Desi Vol.12","Narlan Pani "
"Bsk Brothers","Absolute Desi Vol.12","M Bole to (Munna Bhai Mbbs)"
"Bsk Brothers","Absolute Desi Vol.12","Zul Zul Vahe "
"Bsk Brothers","Absolute Desi Vol.12","Har Taraf Hai Ye Shor  "
"Sandeep Sankhla","Moto Naam Khave ","Moto Naam Khave"
"Faisu khan mewati"," दिन में जागु तो केफ आवे याद रे","दिन में जागु तो केफ आवे याद रे"
"Rijwan Kaithwadiy","Pahat Boy Mewati","Pahat Boy Mewati"
"Apni Nagpuri Adda","Koi Diwana Pagal Kahena","Koi Diwana Pagal Kahena"
"Shan Negi","Mirthing Road Latest Kinnauri Song","Mirthing Road Latest Kinnauri Song"
"Yaar Gaharwar","Dil Toda Yaara Ka","Dil Toda Yaara Ka"
"Sanam Negi Mirthas","Offbeat Latest Pahari Kinnauri Song","Offbeat Latest Pahari Kinnauri Song"
"S S Khan","Ek Kahani 2","Ek Kahani 2"
"Apni Nagpuri Adda","A Hamar Goiram","Ae Hamar Goiram"
"Sandeep Sankhla","Bam Bhole ","Bam Bhole "
"Nikhil negii","Durga Mata Mandir Porishtang Song","Durga mata porishtang song"
"Kritiman Mishra","Moh Moh Ke Dhaage Lofi","Moh Moh Ke Dhaage Lofi"
"Rrabi Bir","Maut Baby","Maut Baby"
"Rrabi Bir","Mere Shambhu","Mere Shambhu  Rrabi Bir"
"Sahil Khan","Pyar Tumse Sahil Khan","Pyar Tumse Sahil Khan"
"Shan Negi","Mirthing Porishtang","Meerthing Porishtang"
"The Fate","2 Dum","2 Dum"
"Rapper XyLem, MGS SINE, Anexx beats",Barbaad,MMK
"Amit Negi","Durga Mata Porishtang Meeru",TITLE_ERROR
"Amit Negi","Durga Mata Porishtang Meeru",TITLE_ERROR
"Kritiman Mishra","Raataan Lambiyan Lofi","Raataan Lambiyan Lofi"
"Rohit Kumar","Broken Heart","Broken Heart"
"Sahil Khan","Palko Pe Apni Tumhe Humne Bithaya Sahil Khan","Palko Pe Apni Tumhe Humne Bithaya Sahil Khan"
"Yadgir ke nawab","Yadgir Ke Nawab ","Yadgir Ke Nawab New Rap"
"Apni Nagpuri Adda","Koi Diwana Pagal Kahena","Koi Deewana Pagal Kahaina(256k)"
"Dj Harshwardhan Rathore ","Pehla Dj ka gaana mera","Aaaasumit Goswami Song | Dil Lauta Do Mera  | Jubin Nautiyal, Payal Dev | Sumit Goswami(256k"
"Amit Negi","Bhole Shankar ","Bhole Shankar "
"Apni Nagpuri Adda","Ek Najar","Ek Najarv"
"Feat. Abhishek","Apni Yaari ","Apni Yaari"
Praamusic,"2 Am Thoughts","2 Am Thoughts"
"Apni Nagpuri Adda","Koi Diwana","Koi Diwana"
"Visual Chinmay","Darshan Raval Mashup ","Darshan Raval Mashup - Heartbreak (128k)"
"Black Heart Chhora","Heart Broken","Heart Broken"
"Thakur Avinash",Sitambar,Sitambar
"Vasan Giri","Kyu Mile The Tum Mujhe","Kyu Mile The Tum Mujhe"
"Vasan Giri","Kyu Mile The Tum Mujhe","Pyar Ki Dastan    Reality of Relationship   B  "
"Sahil Khan","Kar Liyo Tene Dil Kidnape Sahil Khan","Kar Liyo Tene Dil Kidnape Sahil Khan"
REROG,"Naye Hero","1 1080p"
"Rushi Arote","Khwaja Mere Khwaja (Lofi)","Khwaja Mere Khwaja (Lofi)"
WayBurn,"Kaun Hai Tu","Asli Baat"
WayBurn,"Kaun Hai Tu",Suru
WayBurn,"Kaun Hai Tu","Jaane De"
WayBurn,"Kaun Hai Tu","Sab Hai Tere Bhai Ki"
WayBurn,"Kaun Hai Tu","Kaun Hai Tu"
"Vishal Patar","Jo Tu Na Mila","Jo Tu Na Mila"
"Ad 03","Deja Vu
","Deja Vu"
"Faisu khan mewati","दोंदडी का छोरा हा दबंग","दोंदडी का छोरा हा दबंग"
"Pradeep Singh Rajpurohit  Annie Lawai","Dosti Hai Pyaar Aikkyaaksh","Dosti Hai Pyaar Aikkyaaksh"
"Lil Rapper X","Say No to Rape!!","Say No to Rape!!"
"An Negi","Londe पहाड़ी","Londe पहाड़ी"
AIDK,"Barish Ban Jana","Baarish Ban Jaana Chillout Mashup Aidk Stebin Ben Love Mashup"
"Ganesh Kumar Hempur","Kahe Bulale Selem","Kahe Bulale Selem"
"Adhesh Hempur","Mangri " Nagpuri Song 2021","Mangri || New Nagpuri Chain Dance Song || Diamond Oraon || Sadri Hop Music Official(128k)"
"Raataan Lambiyan","Black Band","Raataan Lambiyan"
"Apni Nagpuri Adda","Tujhe Dekha To","Tujhe Dekha to Gaon Kar Gori Tumse Pyar Ho Gaya Full Hd  Song(256k)"
"Sandeep Minj","Galat Fehmi Sandeep Minj Pakistani Song","Galat Fehmi Sandeep Minj Pakistani Song"
"Sandeep Minj","Ae Sajani Re Nagpuri","Ae Sajani Re Nagpuri"
"Sandeep Minj","Thoda Thoda Pyar Sandeep Minj","Thoda Thoda Pyar Sandeep Minj"
"Farah Chroem","Lut Gaye Lyrics","Lut Gaye Lyrics"
"Adhesh Hempur","Kangna Kangna " Nagpuri Song 2021","Kangna || Latest Nagpuri Song 2021 || Diamond Oraon, Sadri Hop Music Official(128k)"
"Mr Shaven",Kalam,Kalam
Lofiwaala,"Mera Mann (Lo-fi Remix )","Mera Mann (Lo-fi Remix )"
"Ronnie Patel Ak47","Dulha Ban Gaya Bhola Bhala","Dulha Ban Gaya Bhola Bhala"
"Apni Nagpuri Adda","Atai Pagal Holo","Atai Pagal Holo"
Sohail,"Shahe Samandar Vol.1 (In The Praise of Allah)","Best Tune Shane Latest 320 Kb"
"Ganesh Kumar Hempur","E Tor Yaad Mor","E Tor Yaad Mor"
"Harsh Saklani","Kinnauri Bass Boost","Kinnauri Bass Boost"
"Adhesh Hempur","Aashiq Bain Gelo " Nagpuri Song 2021","Aashiq Bain Gelo || Nagpuri Romantic Song 2021 || Diamond Oraon & Puja Oraon || Samir Beck(128k)"
"Darkfire Tomzac Hdox","All Alone ","All Alone"
"Zoro Rapper","Tu Nahi","Tu Nahi"
"Visual Chinmay","Ranjha X Mann Bharryaa ","Ranjha X Mann Bharrya 2.0(128k)"
"Visual Chinmay","Ranjha X Mann Bharryaa ","Ranjha X Mann Bharrya 2.0(128k)"
"Faisu khan mewati","नंबर देगी नासिर तोलू बात करयो रात में","नंबर देगी तोलू नासिर बात करयो रात में"
PKD,Mastikhori,Mastikhori
"Dg Creater","Indian Lofi Music","Indian Lofi Music"
"Vishxxl ","Jo Tu Na Mila","Jo Tu Na Mila"
"Sarjoo Kumar",Khamosh,Khamosh
AIDK,"आशिक रोऐ दिन रात Meenawati 2021","आशिक रोऐ दिन रात Meenawati 2021"
"Sai Kishore Potnuru","Roja Janeman","Roja Janeman"
"Abrar Shah Faisal ","Cover Songs ","Jaanam Fida E Haideri Cover"
"Apni Nagpuri Adda",Malin,Malin
"Verma Saab","Kiya Hoa?","Kiya Hoa?"
"Sakib Rayhan","Tum Hi Ho","Tum Hi Ho"
"Adhesh Hempur","Brown Girl,, Nagpuri Song 2021","Brown Girl || Latest Nagpuri Song 2021 || by Diamond Oraon || Sadri Hop Music(128k)"
"Suhail Amin","Tum Mere Ho","Tum Mere Ho"
"Apni Nagpuri Adda","Besharam Chhodi","Are Besharam Chhodi"
"Haryanvi Hiphopper Vee B - Anjanaholic","Game Changer","Game Changer"
"Apni Nagpuri Adda","Nawa Nawa Mal Pata","Nawa Nawa Mal Pata"
"Apni Nagpuri Adda","Atai Pagal Holo Pyar Me","Atai Pagal Holo Pyar Me "
"Apni Nagpuri Adda","I Love You","I Love You Kahi Ke Kahe Sanam Pyar Kiya Re Kiya Badnam Old Nagpuri Song(256k)"
"Devansu Rathva","Devansu Rathva Birthday","Devansu Rathva Birthday"
Sanxg7,"Bijuri Bazar Ma","Bijuri Bazar Ma"
Drub,"Tum Se Hi Reverb ","Tum Se Hi Reverb"
"Ganesh Kumar Hempur",Bichran,"Bichran Nagpuri Sadri Sad Song  Singer-Piya Poonam Ekka   Nilvijay Kerketta"
"Ab Roy","Pahla pyar ban gaya",Inbound6707842994754601728
"Celana Pendek","Nafa Band","Nafa Band"
"Shadab Ali","Tu Meri Ho Gayi ","Tu Meri Ho Gayi"
"Apni Nagpuri Adda","Atai Pagal Holo Pyar Me","Atai Pagal Holo Pyar Me   Nagpuri Hd High(256k)"
"Apni Nagpuri Adda",Bichran,"Bichran Nagpuri Sadri Sad Song  Singer-Piya Poonam Ekka   Nilvijay Kerketta"
"Apni Nagpuri Adda","Besharam Chhodi","Ghar Jaghe Dada Dada New Nagpuri Song 2021    Singer - Chhotelal(256k)"
"Apni Nagpuri Adda",Bichran,"Bichran Nagpuri Sadri Sad Song  Singer-Piya Poonam Ekka   Nilvijay Kerketta"
"Apni Nagpuri Adda",Bichran,"Bichran Nagpuri Sadri Sad Song  Singer-Piya Poonam Ekka   Nilvijay Kerketta"
"Visual Chinmay","Punjabi Mashup ","Punjabi Mashup"
"Jatin Beniwal","Punjabi Swag","Punjabi Swag"
"Kritiman Mishra","Hale Dil (Lo-fi Version)","Hale Dil (Lo-fi Version)"
"Nitu Singh","Mujhko Barsaat Bana Lo","Mujhko Barsaat Bana Lo"
"Kritiman Mishra","Manwa Laage Lofi","Manwa Laage Lofi"
"Payal Meena","कोई दिन म्हारो म्हारो कह ची","कोई दिन म्हारो म्हारो कह ची"
"Momin Ali Wajid","Masoom Si Surat Teri","Masoom Si Surat Teri"
"Apni Nagpuri Adda","Lal Wala Full","Lal Wala Phool Gulab Diya Tha Song(144p)"
"Gill Karan",Amethyst,Amethyst
"Ashna V Raju","Ranjha ",Ranjha
"Ashna V Raju","Sang Tere Mashup Female Version","Sang Tere Mashup Female Version"
"Amit Devidas","Feel Me","Feel Me"
Tchad,"Ivory Waali Irony",Kyu
Tchad,"Ivory Waali Irony",22/7
Tchad,"Ivory Waali Irony","Ivory Waali Irony"
"Faisu khan mewati"," वापिस करया खोका वाला की क्रिम","वापिस करया खोका वाला की क्रिम"
"Mayank Sarraf","Sonkatch Ki Asliyat","Sonkatch Ki Asliyat"
"Visual Chinmay","Ranjha ",Ranjha
"Visual Chinmay","Ranjha ","Ranjha by Chhavi Pradhan(128k)"
OSD,High,High
"Arijit Singh, Mohammed Irfan, Faisal Siddiqui ","Phir Mohobbat Remix ","Phir Mohobbat Remix"
"Rdx raza","RDX Raza","Mom Song"
"Blu Shore","Aaj Ke Raat Bas Mera Saath","O Saathi"
"Blu Shore","Aaj Ke Raat Bas Mera Saath","Humsafar "
"Jainesh V","Kash Koi Ladki ","Kash Koi Ladki (Slowed and Reverb)"
"Faisu khan mewati","वापिस करया खोका वाला की क्रिम","%E0%a4%b5%e0%a4%be%e0%a4%aa%e0%a4%bf%e0%a4%b8 %E0%a4%95%e0%a4%b0%e0%a4%af%e0%a4%be %E0%a4%96%e0%a5%8b%e0%a4%95%e0%a4%be %E0%a4%b5%e0%a4%be%e0%a4%b2%e0%a4%be %E0%a4%95%e0%a5%80 %E0%a4%95%e0%a5%8d%e0%a4%b0%e0%a5%80%e0%a4%ae (128k)"
"Harsh Saklani","Pyaro Re Chorche ","Mhare Pyaro Re  Charche Bass Boosted"
"Rrabi Bir",jeevan,"Jeevan Rrabi-Bir"
"Visual Chinmay","Punjabi Love Mashup","Punjabi Mashup Ft Dj Rahi Dj Royal"
"Visual Chinmay","Broken Dreams Mashup","Broken Dreams Mashup 2021 | Lofi Emotion Chillout Remix  | Bickyofficial(128k)"
"Visual Chinmay","Love You Mashup","Love Is Your - Lofi Edit(128k)"
"Visual Chinmay","Love You Mashup","Love You Mashup"
"Visual Chinmay","Broken Heart Mashup ","Broken Heart Mashup "
"Ayantika Kur","Love You Mashup","Love Is Your - Lofi Edit(128k)"
"Ayantika Kur","Punjabi Love Mashup","Punjabi Mashup Ft Dj Rahi Dj Royal"
"Visual Chinmay","Romantic Lofi Mashup","Romantic Lofi Mashup(128k)"
"Apni Nagpuri Adda","Ho O Dear Darling","Ho O Dear Darling Tore Naam #Old Nagpuri Song(128k)(256k)"
"Apni Nagpuri Adda","I Love You","I Love You Kahi Ke Kahe Sanam Pyar Kiya Re Kiya Badnam Old Nagpuri Song(256k)"
"Remon Hossen ","Kabhi Tujhe","Kabhii Tumhhe   Female Version   Vishakha Mahore   Shershaah ( 720 X 1280 )"
Vitamin,"Ek Kahani  ","Ek Kahani"
"Singer Afwan","Mere Rashke Qamar ","Mere Rashke Qamar"
"Singer Afwan","Mere Qismat Jagane Ko","Mere Qismat Jagane Ko"
Amtee,"Tujhme Rabb Dikhta Hai ","Tujhme Rabb Dikhta Hai "
"Visual Chinmay, Amtee ","Tujhme Rabb Dikhta Hai ","Tujh Mein Rab Dikhta Maahup - Lofi Flip(128k)"
"XyLem WRLD","Barbaad Osl Version","Barbaad OSL Version"
"Alhaj Ajmal Azizi","Mother Special Naat","Meri Daulat Maa Tere Kadmo Mein Hai"
"Rashid kaithwadiya","Afridi Kaithwada","Aud 20210928 Wa0001"
"Rijwan Kaithwadiy","India vs Pakistan Mewati","India vs Pakistan Mewati"
"Pawan Kulriya ","Remix Collection ","Jane Wale Lout Ke Aaya Kiyu Nhi"
"Vidya Singh","Durga Mata Porishtang Meeru","Durga mata porishtang song"
X9,"Bad Trip","Bad Trip"
"Visual Chinmay","Kaun Tujhe - Instrumental","Kaun Tujhe Instrumental(128k)"
"Krishiv Kumar","Rap Shit","Rap Shit "
"Amit Kumar Bhagat","Akash Hilli to Hilli Christian","Akash Hilli to Hilli Christian"
"Amit Kumar Bhagat","Maiya Sun Le Pukar Bhakti Geet","Maiya Sun Le Pukar Bhakti Geet"
"Amit Kumar Bhagat","Ninghai Pyar Jodi Nagpuri","Ninghai Pyar Jodi Kurukh"
"Amit Kumar Bhagat","Ninghai Pyar Nu Kurukh","Ninghai Pyar Nu Kurukh"
"Amit Kumar Bhagat","Punam Kar Chand Nagpuri","Punam Kar Chand Nagpuri"
Boomrang,Theme,Theme
Harijeet,"Mera Dil ","Mera Dil "
"Vaughnisvlad x chanakya",Mamacita,Mamacita
"Ayantika Kur","Mann Bharryaa X Ranjha - Lofi Mix","Ranjha X Mann Bharrya 2.0(128k)"
"Ayantika Kur","Love Mashup - Lofi Mix","Tujh Mein Rab Dikhta Maahup - Lofi Flip(128k)"
"Visual Chinmay","Love Mashup - Lofi Mix","Tujh Mein Rab Dikhta Maahup - Lofi Flip(128k)"
"Neerajan Poudel","Matalbi Yariaan (Solwed Reverb)","Matalbi Yariaan (Solwed Reverb)"
"Kritiman Mishra","Raataan Lambiyan Lofi Version","Raatan Lambiyan Lofi Version"
"Kritiman Mishra","Titli Lofi","Titli Lofi "
"Damn Broke Boys ",Aryavarta,"Aryavarta  "
"Kritiman Mishra","Meherbani Lofi","Meherbani Lofi"
"Harsh Sain ","Main Usaka ","Main Usaka"
"Visual Chinmay","Love Mashup - Lofi Flip","Tujh Mein Rab Dikhta Maahup - Lofi Flip(128k)"
"Visual Chinmay","The Love Mashup ","The Punjabi Mashup (128k)"
"Devansu Rathva","Life Is Great","Hasi Wadiya Mix "
"Visual Chinmay","Ghar Se Nikalte Hi - Lofi Mix","Ghar Se Nikalte Hi - Lofi Mix (128k)"
"Sanam Negi Mirthas","Gorgora Vol 1-Sanam Negi Mirthas","Gorgora Vol 1-Sanam Negi Mirthas"
"Victor Anom","I'm Fine","I'm Fine"
"Sanam Negi Mirthas","Zikki Latest Kinnauri ","Zikki Latest Kinnauri "
"Debopriyo Gupta",Nulk,Nulk
"Dinesh Sharma","Uljhan the Topper Blues","Uljhan the Topper Blues"
"Visual Chinmay","Jo Bheji Thi Duaa - Lofi Flip","Jo Bheji Thi Dua - Lofi Flip (128k)"
"Visual Chinmay","Jo Bheji Thi Duaa - Lofi Flip","Jo Bheji Thi Dua - Lofi Flip (128k)"
"Kunal Jha",Jashn-E-Bahara,Jashn-E-Bahara
"Lemon X","Hey Girl","Hey Girl "
"Manish Khatak"," Mistake",Mistake
Musverse,"Kya Mujhe Pyar Hai","Kya Mujhe Pyaar Hai"
"Atul Kumar",Kamar,Kamar
"Mi Pantly","Manike Mage Hithe","Manike Mage Hithe."
"Drub ","Aaj Bhi Reverb","Aaj Bhi Reverb "
"Mi Pantly",Extended,Extended
"Ab Beats & Music","Taj Mahal","Taj Mahal"
A_FLAME17,Kami,Kami
Aalimmomin,Alone,Alone
"Bukalah Pintu Hatimu","Black Band","Black Band"
"Dialah Tulang Punggungku","Black Band","Dialah Tulang Punggungku"
Bilaal,"Jeena Jeena","Hard Tune E Major 1 1"
"Ganesh Kumar Hempur",Bichran,"Bichran !! Nagpuri Sadri Sad Song !! Singer - Piya Poonam Ekka & Nilvijay Kerketta  #Apni Nagpuri Adda"
"Rrabi Bir","Rehnedo Kehnedo","Rehnedo Kehnedo"
"Sreelekha Nethi",Iktara,Iktara
"Visual Chinmay , Shreya Karn","Bahut Pyar Karte Hain ","Bahut Pyar Karte Hain "
"Visual Chinmay","Bahut Pyar Karte Hain ","Bahut Pyar Karte Hain "
"Visual Chinmay","Bahut Pyar Karte Hain ","Bahut Pyar Karte Hain "
"Mi Pantly","Manike Mage Hithe","Manike Mage Hithe"
"Vidya Singh","Durga Mata Porishtang Meeru","Durga Mata Porishtang Meeru"
"XyLem WRLD, MGS Sine,Anexx Beats","Barbaad Osl Version","Barbaad Osl Version"
"BONGS BOY",Khayaal,Khayaal
"Rijwan Khan T","Padosan Mewati Song","Padosan  Mewati Song"
"Kirsten Rego, Raj Senekar","The Beginner's Beginning","Fine Like That"
"Kirsten Rego, Raj Senekar","The Beginner's Beginning",Khel
"Kirsten Rego, Raj Senekar","The Beginner's Beginning","Aisa Kyu"
"Cody Rae","Teri Gali","Teri Gali"
"Rashid Khan ","Todgi Sanna Dil Mero","Todgi Sanna Dil Mero"
"Rajib Lofi Music","See You Again Mashup","See You Again Mashup"
"DMC Lucky",Bond,"Bond  "
"Subham Chatterjee","Chaand Sitaare","Chaand Sitaare"
youngwrld444,Nostalgic,"Nostalgic "
youngwrld444,Nostalgic,"NOSTALGIC BY MC LOWKEY"
youngwrld444,Nostalgic,"NOSTALGIC BY MC LOWKEY"
youngwrld444,Nostalgic,"NOSTALGIC BY MC LOWKEY"
"Kritiman Mishra","Ishq Sufiyana","Ishq Sufiyana Lofi"
"Swag Star Abhi","Rap Mujhe Karne De","Rap Mujhe Karne De (Official Music Video) Ft. Swag Star Abhi"
"Gabru Star","Kyu Hai","Kyu Hai"
"Devansu Rathva","Happy Birthday ( r.d)","Happy Birthday ( r.d)"
"गेड़ी लोक नृतक दल","Singram Yogi","#Zin Sin Nai Sutta Di  Sakin He Gora Rang Dikhe Nain Raj Ke Hasin He Kitaba Vich Rakh Ke Gulab(128k)"
"Jaane Meri Janeman","Benyamin Band","Benyamin Band"
Lofiwaala,"Ranjha Lofi","Ranjha for Distrokid"
"Sam Flash","Kabhi Jo Baadal Barse","Kabhi Jo Baadal Barse "
"Sam Flash","Tu Aake Dekhle Remix","Tu Aake Dekhle Remix"
"XTISHSOL ",Dastan,Dastan
"Ns Eighteen",K.Y.U.,K.Y.U.
"Shailesh Saraf","Ajab Saje He Mahakali Mor Pendrawali - अजब साजे हे महाकालि मोर पेंड्रावली","Ajab Saje He Mahakali Mor Pendrawali - अजब साजे हे महाकालि मोर पेंड्रावली"
"Dragxa ","Petru Freestyle ","Petru Freestyle "
"Sai Kishore Potnuru","Naa Cheli Rojave Hindi","Roja Janeman"
"Aman Agrawal",Payal,Payal
"Devansu Rathva","Life Is Crazy","Hasi Wadiya Mix (r.d)"
Lofiwaala,"Gul Lofi","Gul Without Pad and Strong Kick"
"NAMISH PASHANKAR, SR.KRANTIKARI","Grand Release",Krantikariofficialrelease
SUSHANT,"I'm Broken ","I'm Broken  "
Morison,Musaafir,Musaafir
Thought,"Aa Gaya Thought","Aa Gaya Thought"
"Rick-E Muzic",Awara,Awara
"Sidhu moose wala","Latest Hindi Songs","y2mate.com - Bete Mauj Kardi  Heavy Driver  Latest Meme Song  Ulluminati Nation Betemaujkardi"
"Rick-E Muzic","Aisa Kyun","Aisa Kyun"
"Rick-E Muzic",Manzil,Manzil
"IN MARCO",Halat,Halat
"Naveen Verma","Dil Ko Karar Aaya","Dil Ko Karar Aaya"
Beshav,Abhikaran,Abhikaran
"Visual Chinmay","Breakup Mashup ","Breakup Mashup "
"Shreya Karn","Bahut Pyar Karte Hain ","Bahut Pyar Karte Hain "
"Ganesh Kumar Hempur","Bataoni Zindagi","Bataoni Zindagi Kahe Tor Sapna Re Sadri Nagpuri Song !!Sada Tor Se Dillagi !! Ganesh Kumar Hempur !! #Apni Nagpuri Adda"
"Joyonto Reang & Jatiham Bru","Horja Aichu","Horja Aichu"
"Visual Chinmay","Bahut Pyar Karte Hain ","Bahut Pyar Karte Hain "
"Visual Chinmay","Punjabi Love Mashup","Punjabi Love Mashup"
"Talismann ",Hart,"Real Talk "
"Talismann ",Hart,"Dan Bilzerian "
"Talismann ",Hart,Shayar
"Talismann ",Hart,Mafia
"Ganesh Kumar Hempur","Tor Se Moy Pyar","Tor Se Moy Pyar Ii New Nagpuri Song 2018i Ii Nagpuri Video Song 2018 Ii Dinesh Deva & Isha Ii(256k)"
Lofiwaala,"Ghar Lofi","Ghar Tried Something New"
"Ganesh Kumar Hempur","Pinki Rani","Pinki Rani   New Nagpuri Sad Video Song2021  Singer Anish Mahli  Pt Series  Sargam Studio(256k)"
